id,graduatingYear,isAlumni,tagline,rawBody,createdAt,program,overallScore,comments,overall,curriculum,jobSupport,school
236408,2018.0,True,The best!,aA is a really challenging bootcamp and it will push you to the max. The resources are very helpful and theres a reason why theyre among the best. Its not for the faint hearted and you can get dismissed if you fail two assessments so study what they teach ahead of time. The structure is very well organized and I reccomend this bootcamp for people who is serious in finding a tech job.,10/26/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
245433,2018.0,True,Positive and worthwhile learning experience,"Be prepared for a ton of work and late nights, but if you  make it through this grueling program you will come out the other side a Software developer.",10/26/2018,Software Engineer Track: In-Person,4.0,[],4.0,4.0,,app-academy
245406,2017.0,True,Unique opportunity to work alongside extremely motivated cohortmates,"Overall, I’m very satisfied with the experience I had going through App Academy. 

The strong reputation that App Academy has in the industry is well-deserved - the quality of education is excellent, and the instructors do a great job of presenting the material in a clear and concise manner. The curriculum designers are also constantly aware of current technology trends, and are unafraid of completely revamping their instructional materials to ensure that what they teach is relevant in industry.

However, while the program claims that no prior programming experience is necessary to get in, I found that the vast majority of people who completed the program and excelled in my cohort had some kind of technical background, ranging from CS/STEM majors, to some basic web design experience. This is not to say that those who came in with no experience did not finish the program, but rather that they had to be a lot more self-sufficient and proactive about learning the material in order to keep up.

The program is rigorous, but it forces you to push yourself to higher levels of productivity than you ever thought possible, and getting to work in an environment surrounded by people who are self-motivated and all working toward a similar goal is incredibly satisfying.",10/24/2018,Software Engineer Track: In-Person,4.3,[],4.0,5.0,4.0,app-academy
245394,2018.0,True,Fast Paced.,In this program they teach you a lot of material in a short amount of time. It can feel a bit overwhelming at times but by the end of it you'll be amazed at how much you've learned.,10/23/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
245362,2018.0,True,App Academy Review,"Pros: I feel like the material from start to finish was very comprehensive and stacked well with the next topic we were learning.  
Cons: It can definitely be stressful, but at the end of the day, it was very rewarding.",10/23/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,,app-academy
235433,2018.0,True,Fast,"Pros: I was forced to learn quickly.
Cons: It was stressful.",10/22/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
245402,2018.0,True,The hardest you've ever worked,"I am now in the job search after App Academy's curriculum.  The claim is that you'll work 80+ hours a week.  This is 100% accurate.  Everyone here is brilliant, and everyone works their absolute butt off.  I have a background in elite international sports, and this is by far the hardest I've ever worked for an extended period of time.

You will learn a HUGE amount of web development in a hilariously short amount of time, and by the end of it, you'll be building a clone of a full scale web app in 10 days.  I did spotify, and it is a project I am tremendously proud of, and had a great time doing it.

That said, it is hard.  App Academy will challenge every part of you.  It straings you mentally, emotionally, and physically, and puts a tremendous strain on any relationships you have during the program.  Talk with your significant other about it before attending, because you will barely see them during the 12 week program, and when you do, your mind will be on code.

Its tough.  I'm happy I did it, but there are few words to describe how challenging of a program it is.  If you fail 2 tests you get kicked out. My cohort started at 72 people, and ended as 55 people, so over 20% of people failed out.  These people were good, smart, hard working people who just couldn't quite do it.  Its.  Tough.",10/22/2018,,4.0,[],4.0,4.0,4.0,app-academy
245373,2018.0,True,Learning to learn,"At a/A, there has been many challenges. You go through test assessments, 3 hours of homework, full stack projects...etc. 

For me, if you told me I'd be able to pass all this 3 months ago, I would have felt this was way over my head. In the last 10 weeks, I've learned about myself. I've learned to learn.  There has been a great amount of help from TAs and classmates. I've learned to take all their styles and watch how they work and just pick a part of it. One clear example was while working on my CSS for my project, I was going back and forth between my text editor and browser to see changes I've made. After having a TA to come help solve a bug, I got to see how they handled CSS and found a more efficient way to work by making changes in the browser that has a immediate change. That is just one of many example of how I've learn to work  through the techniques of others. 

There is a lot of content to learn, but with the well structured curriculum that a/A gives us, you're more than prepared to be successful. I'm seeing that light where I can now call myself a software developer.",10/21/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
245372,2018.0,True,Intense Program but worth it in the end,"App Academy has been an intense ride. There were many highs and lows throughput the process but I do feel like I've learned so much in such a short span.  a/A teaches you how to learn quick. Although recently they have published the course online, the support system here is the real value. The instructors/TAs here are super supportive and patient. The pair programming experience was both amazing and dreadful pending on the people. Everyone who was enrolled definitely have the potential but quite a few folks have been dismissed from the assessments...but doesn't mean they won't become a developer one day. This program definitely isn't for everyone because it's both fast pace and stressful. My real grip with the program is that I wish they did deep dive a bit more on topics but at the same time, you can only fit so much in a 12/13 week program. 

 My biggest advice for anyone who's aspiring to take this journey:
- make sure you understand the concepts well. Don't just be ""oh I get it"". You should be able to explain it to anyone. The material does build on top each week and some topics will be reintroduced a week or two later.
-get some sleep. to be honest, the homework does HELP you but don't lose sleep over it. they do go over the topic/concepts the next morning but I would advise not completely ditching it",10/21/2018,Software Engineer Track: In-Person,4.3,[],4.0,4.0,5.0,app-academy
245371,2018.0,True,App Academy was a really supportive environment and a great learning experience,"App Academy's learning model really worked for me. It is by no means easy- it's incredibly long hours, and lot's of asking questions, but if you do those two things, you have the tools you need to succeed. The days generally are like this: you start with either a 30 minute CSS exercise, or you immediately go in the lecture hall for a lecture that is usually from 1.5 to 3 hours. Then,  either before or after lunch, start your pair programming projects, where you are matched with a new person every day to work on a project that covers from the basics to very complex problems about the topic you just learned in lecture.  Every day there are 3 things expected of you that will prepare you for the project that day- 1) you watch the lecture videos/do the readings on the topic they will be teaching the next day, 2) you do the homework to the best of your ability, to familiarize yourself with the topic, and 3) if you have any time left, you review the previous day's project to expose yourself to any topics you may not have gotten to in class. You are exposed to the topics you learn 3-4 times, like the readings, homework, lecture, and daily projects, and so although the pace is fast, you pick up on them soon just by repeated exposure. There are also so many opportunities to ask questions, and the TAs are so helpful and dedicated and will spend huge amounts of time making sure you really solidly understand a topic. My advice is to ask as many questions as you can until you can fully explain the topic to somebody else, and to accept that for 3 months this will be your life. In the end, you really are equipped with the skills to be a great web developer.",10/21/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,,app-academy
245173,2018.0,True,Worth It,"This program is worth every penny.  I have learned an incredible amount in a short time.  I would put a/A  over any CS college curriculum I've taken.  It VERY time consuming and intensive.  If you don't take tests well, I would not recommend taking this course. You'll be here for three weeks, then your gone.  The tests are hard and the passing score is usually around 80%.  If you fail two, you are dismissed.  But if you are capable of learning quick and testing well,  this is the course to take.  The TAs and staff are very helpful and knowledgable.",10/21/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
245321,2018.0,False,"Best of times, and the worst of times","It was the best of times, and it was the worst of times. I won't lie to you , there is about a 30% dropout rate. I will tell you that I saw smart people drop out just because of the sheer volume of things we learn in 8 weeks. Most drop out around week 4 when we hit Ruby on Rails. The passing rate for assessments is set at 85% of specifications, (App Academy grades using Rspec).

Solid pro-tip if you're interested in getting ahead ,  learn Rails before App Academy. It's the center stone of the curriculum and what you're going to be using to build out your full stack application during week 8. Rails is  an awful lot to digest in 10 days during the course. I really commend my cohort members who managed to swallow Rails, pass A4 with flying colors, and build an amazing full stack application. However if you know that you don't pick up complex topics on the fly,  I recommend this 5 star course on udemy to get ahead: udemy.com/professional-r… 

Good luck my friend.",10/21/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
245162,2018.0,True,The most fun and rewarding thing I will never put myself through again,"App Academy is hard and grueling.  They expect you to work 90+ hours a week from day 1 and the pace only increases as the bootcamp continues.  As someone who took easily to the curriculum and did not have to work as hard as most of my fellow students, I still felt more exhausted and sleep deprived than I ever have before.  However the experience was incredibly fun - and being surrounded by so many hard working people who are all working towards a mutual goal is a blast.

I feel well-versed in so many technologies and I learned 20 times more doing the program than I did trying to learn on my own for 3 months.  I also met several people who I think will be lifelong friends.  My only gripe is that many of the homeworks were completely worthless, and many days feel like they are spent working on irrelevant technologies and projects.",10/20/2018,Software Engineer Track: In-Person,4.7,[],5.0,4.0,5.0,app-academy
244092,2018.0,True,App Academy Shows Direction,"App Academy Shows you the right direction to go, materials to study, and ways to work with people that are necessary to succeed in the tech industry. Be ready to work 100 hrs a week. If you are a slow learner or don't have a technical background, spend an extra 6months to a year of studying four hours a day to prep yourself for App Academy. If you succeed in every step necessary to get through AppAcademy, you will find a good job.",10/20/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
236573,2018.0,True,fullstack curriculum,"App Academy is incredibly difficult and fast paced, but you learn an impressive amount in such a short time. The program really trains you to be a fullstack software engineer - by the end of the course you will build fully functional applications. I am also able to have full on conversations about the different technologies and languages that we've learned and used, whereas before beginning app academy I hadn't even heard of them. The TAs and other students were always happy to help out, and career coaches are here for assistance as well. If you are trying to get into software development but don't have the traditional background, I'd highly recommend the course.",10/19/2018,Software Engineer Track: In-Person,3.7,[],4.0,4.0,3.0,app-academy
243546,2018.0,True,App Academy,"App Academy is hard. It is grueling, relentless, and crazily paced. But at the end of it all, if you follow their formula, you come away with the skills they promised you will have. You definitely have to put in the work to succeed, and a/A really hammers that home with their assessments and crazy amounts of homework and projects. You really have to want it, and if you do, then App Academy will help you get there. All in all, I feel like I got what I wanted from a/A.",10/1/2018,Software Engineer Track: In-Person,4.3,[],4.0,5.0,4.0,app-academy
243502,2018.0,True,App Academy Review,"App Academy has been a great experience. The past three months have been extremely stressful and rigorous but I can definitely say that I now possess a robust understanding of coding fundamentals. The one thing that I really appreciated about App Academy has been the community. From your TAs to your cohort-mates, everyone is extremely supportive and open to helping 
 out in any capacity.",10/1/2018,Software Engineer Track: In-Person,4.5,[],4.0,5.0,,app-academy
243465,2018.0,True,App Academy Review,"App Academy is a rigorous three month program full of hard work and supportive people.   The course is very fast paced while remaining digestible.  From learning fundamentals of coding in the first week to building a fully functioning single page web app by the end of the ninth week, it was a very rewarding experience.",10/1/2018,Software Engineer Track: In-Person,4.0,[],4.0,4.0,,app-academy
234448,2018.0,True,App Academy,"I learned a lot from the 13 week coding program with little experience in coding. The program is very intense and time consuming. I spent over a month on the alpha course, which is the online study curriculum you're required to finish after you got in the program and i'm glad i spent at least a month cos otherwise there's a good chance you wont be able to keep up.
I'm now in the job market, 2 weeks after graduation. They have a job search system that prepares you find a job between 3-6 months on average. With the deferred the tuition program, the risk is pretty low if you can get through the program without failing out.",9/27/2018,Software Engineer Track: In-Person,4.0,[],4.0,4.0,4.0,app-academy
234172,2018.0,True,Intense and rewarding experience,"I would definitely recommend App Academy to anyone looking to switch career paths into full stack development. The structured curriculum and pair programming definitely helped me get through the 85-90 hour weeks. It definitely takes self-drive to get through the program but I can assure you will come out with a great knowledge of Ruby on Rails, React, Redux and computer science fundamentals. The instructors are always there to help, and so are your cohort-mates!",9/27/2018,Software Engineer Track: In-Person,4.7,[],5.0,5.0,4.0,app-academy
233920,2018.0,True,"Intenese, challenging but very rewarding","Attending App Academy for those crazy 3 months in the summer of 2018 was both one of the hardest things I've ever done, mostly from a mental perspective, but also one of the most rewarding. App Academy is definitely not for everyone; it has a rigorous schedule and they won't take it easy on you. But if you work hard in those 3 months and don't take your foot off the gas, you will come out on the other side a web-developer.",9/27/2018,Software Engineer Track: In-Person,4.7,[],5.0,4.0,5.0,app-academy
235551,2018.0,True,App Academy Review,"In a short period of 3 months, I've learnt a great deal of theoretical and practical knowledge. The instructions for the daily projects are very detailed and of high quality. Help is always there when you need it. The curriculum covers diverse aspects of software development and is always taught with a practical focus. By the end of week 6, students will be able to create fullstack applications from scratch.

The curriculum at App Academy isn't designed to be forgiving. But this is understandable since there is so much to go through in such a short period of time.

Great course overall.",9/26/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,,app-academy
233287,2018.0,True,Worth the time and effort,"Signing up for a bootcamp is inevitably going to come with questions and hesitation, but as a person who has experienced the difference before and after the a/A full-stack course, I can safely say that it is a worthy investment if you are ready to put in the work. The amount that I learned in these past few months easily surpass the my expectations in both value and workplace usability.

Highly recommended to anyone who is willing to put in the hours necessary to learn the material. Especially recommended to those unsure if programming is for them because this course is definitely one that shows that coding is for everyone.",9/25/2018,Software Engineer Track: In-Person,4.5,[],5.0,4.0,,app-academy
231741,2018.0,True,"Hard work, but worth it in the end","The weeks are rigorous and make you stretch out of your comfort zone, but by the end of the course, you will have some very impressive portfolio pieces to show off to recruiters. It's also amazing how some hard work and dedication can teach you so much in such a short amount of time. I'd recommend this course to anyone who wants to be a full stack web developer.",9/25/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
244853,2018.0,True,"Had no coding experience before, now I'm a web developer!","Before App Academy, all I knew was that I wanted to be involved in coding and wanted to learn as fast as possible. The problem was where could I go that wouldn't involve student loans and 4 more years of school, but still be competitive and respected when it came time to apply to jobs. My friend told me about his experience at App Academy and at first I was intimidated by their numbers, but after more research I realized it was definitely the right choice. The application process was smooth and they provided me with all the tools I needed to succeed and get accepted into the program, from jump start to the alpha course. Once the program started it was a ton of learning, but now that it's over every moment of it was worth it. If you put in the work, it will pay off and you will be surprised by your own skills.",9/24/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
244575,2018.0,True,"Life Changing, It's True","I heard about App Academy through a friend who said that the program had absolutely changed her life. At first this sounded like hyperbole, but after a few long chats with her, I found that she truly credited the program with turning her life around and now that I'm also an App Academy graduate, I can see why. 

App Academy takes students from all walks of life and has constructed a thorough curriculum that provides all the tools that are needed to launch a career as a developer. I would recommend it to anyone who's up to the challenge. It was well worth it.",9/24/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
244471,2018.0,True,App Academy,"I really enjoy the time that I have spent on App Academy. I have learned a lot of coding skills in two months which did change my life. The learning atmosphere here is really professional, and the intensive schedule 'forced' me to regulate myself. These two months are definitely the most productive months of my life, and I really appreciate all TA's help.",9/24/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
244433,2018.0,True,Rigorous and Rewarding,"App Academy has changed my life. It was one of the best and most rigorous experiences that I've had. Before coming to App Academy, I was a complete amateur. After 3 months I now have the knowledge to go out and build a website. I would definitely recommend App Academy to anyone who is interested in joining a coding bootcamp. The environment is intense but it will only push you and make you work harder. The instructors are all great and want to help you. Be prepared to spend up to 90 hours per week as you will be thrown a lot of material at you with no time to catch up. Overall, it was an amazing experience and I am glad I chose App Academy.",9/24/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
244418,2018.0,True,They call it a bootcamp for a reason.,"If you're reading this review, you've probably seen other people say that this is not a class to be taken lightly.  They are absolutely right.  It is hard.  It is exhausting.  It is totally worth it.  I want to be clear about the time commitment.  My phone now thinks I live at the office because I spent so much time there during the curriculum.  I know that's intimidating to read, but I also know that there is no other way that I could have learned this much this fast.  When I look back at where I was in my programming  knowledge just two months ago, I'm totally amazed.

The instructors at App Academy are fantastic.  You will feel lost a lot during the program, but they are always there to get you on track and guide you towards understanding without spoon feeding you.  

If you are serious about wanting to be a developer and you are willing to put in the time and effort and stress required, App Academy is absolutely the right choice",9/24/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
243938,2018.0,True,Rigorous &amp; Rewarding,"If you are interested in software development and willing to devote yourself full time to the program, App Academy will give you the skills to succeed in a developer role. Be prepared to spend upwards of 90 hours per week learning the material, and be ready to do this for 12 weeks straight - as soon as you start to come to grips with one topic, lectures begin on the next. The pace is rigorous to say the least.

That said, the payoff is immeasurable and the experience unquestionably positive. I've never learned so much so short a span of time, all while surrounded by diverse peers of incredible ability. I can't recommend the program enough for those willing to devote the time necessary.",9/24/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
244106,2018.0,True,Bootcamp Prep and FullStack course,"I was complete rookie coming into App Academy, first as a Bootcamp Prep student and now as a Full-Stack student. From day 1 I was immediately sold with the culture of the workspace and the professionalism of the instructors. I'm now in the last 3 weeks or job search portion of the Full-Stack curriculum and, I am confident that with the support of the staff and network, I'll be able to complete this transition into a career as a Software Dev.

Some thoughts for prospective students:
1. You'll hear time and again, that the Full-Stack course is not easy. If you're not comfortable coming in early and/or staying late, working weekends and really grinding, you will not have a good time.

2. The instructors are excellent, caring, invested, patient and knowledgeable. Be proactive with using them as a resource.

3. If you're transitioning into this course from a full-time job, I would strongly recommend leaving your job with at least 2 weeks to prepare before the course starts. The pre-course curriculum estimates 1 month for completion but if you're working full-time it'll take twice that long.",9/24/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
243527,2018.0,True,"Amazing Time, Well Invested.","I really thought App Academy was somewhere between okay and good, but not great, curriculum wise, BUT when I was finished with week 9, I somehow knew everything to build an amazing website with multiple features. App Academy just doesnt give you the answer, they wont make it just put the knowledge on the surface. They will DRILL it in to you and make sure the knowledge is there. I loved this course and already started recommending to friends and family. Thanks App Academy!",9/24/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
242705,2018.0,True,"Well worth it, I'd do it again in a heartbeat. ","Prepare to dedicate most of your life over the 12 weeks soley to App Academy. Even as someone who was pretty experienced with other languages and had work experience, the curriculum was tough. There were weeks when I spent most of my free time studying or finishing up assignment.

Compared to how much I knew before starting the program, I feel much more commpetent as an engineer. I have a far better understanding of the languages and technologies. that I use on a daily basis.

Even in direct comparison to what I learned in CS in college, I learned far more practicality. Most of the theoritical and fundamental concepts were still taught, my cohorts did not miss out on much that CS grads receive.

The staff were always extremely helpful and answered most if not all the questions I had, technical or career focused. They were also very accomodating towards certain needs.

The friends that I made in the cohort are people enjoy talking about technonolgy and new developments, in stark contrast to my experience in college. Everyone seemed highly motivated to learn and succeed.",9/24/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
241641,2018.0,True,"We're not lying about how difficult this program is, BUT...","When I was searching through all of these reviews myself just a few months ago, I was a little scared at what everyone was saying about App Academy. And after going through the curriculum, I now understand what they were saying about the difficulty of this course and why they were saying it. BUT I also understand why App Academy still gets all these amazing reviews. 

Difficulty: 
This course is HARD. On day 1, the head instructor made a joke that we should tell our friends and family that we're going on a 12 week cruise. He was joking, but at the same time... he wasn't. My personal experience of the workload at App Academy was get to class around 7//7:30am to finish up whatever homework I didn't complete the night before, 9am-6pm class time. 6pm -8:30//9pm homework and then rinse and repeat for Mon-Fri. Generally I would take Friday night off to give myself a mental break, but Saturday and Sunday you could find myself and most of the App Academy Students in the classroom Studying for the Assessments. 
TLDR: This class is no joke. You cannot have a social life and succeed in this bootcamp. (At the very least don't expect to unless, you may be able to get a night out here and there if somehow you're ahead on the material)

Assessments:
Yes this is one of the few BootCamps that relies on Assessments. Yes they are very stressful. Yes there is a lot of practice work given to help you pass these assessments. Yes they are hard. HOWEVER, I couldn't be happier that we had these assessments. At the end of the day, you can sit through the lectures, you can do the homeworks and finish the in class assignments, but practicing and studying for these assessments is what really drills the information into your brain. Keep in mind though, you can be removed from the program if you fail two assessments. This can make the program a lot more stressful for people who are either not good test takers or do not put the work in. These assessments are not made to trick you, but made to make sure you know the minimum amount of knowledge to continue with the program. Without that minimum knowledge, you will not succeed with the rest of the program.
TLDR: Assessments are hard, but not if you keep up with the work and study on weekends. Bad test takers, beware

Instructors:
The instructors are absolutely awesome. All instructors are extremely knowledgeable in the topics being taught, and clearly have extensive experience in teaching the material. They're all also extremely helpful

Culture:
The Culture at a/A is extremely welcoming, and I can tell that I will remain friends with many of my cohort-mates for many years to come. We've spent many many hours in class together and even more on slack.

Worth it?
100%. We are just starting the job application process now, but from everyone I've talked to who is in a place to hire Software Developers, App Academy consistently trains the strongest job candidates from all the other BootCamps in NYC. No matter your background or previous experience in coding, you can succeed in this class with the right amount of work. I personally did not have any coding experience and am currently feeling super confident going into the job search process. 

TLDR of the entire review - If you've already made the decision to take up a bootcamp,  willing to sacrifice 12 weeks of your social life, and wand the best bang for your buck, App Academy is the choice.",9/24/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
244245,2018.0,True,App Academy Review,"Great school that provides a comprehensive curriculum for learning web development. This three month program is packed with industry-standard skills, and delivered at a very high pace. If you are serious about becoming a web developer, this program is an excellent choice.",9/23/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
244410,2018.0,True,Superb Institution,"I loved my time at App Academy because it provided me with the exact experience I wanted: 3 months of immersion into web development programming. In that time, I learned the necessary tools to build a modern fullstack web application. I also learned the google ninja search skills to continue to learn on my own for the rest of my career as a web developer. 

If you're prepared to work your ass off, love programming, and want to become a web developer in only 3 months, I highly recommend App Academy.",9/23/2018,Software Engineer Track: In-Person,4.7,[],5.0,5.0,4.0,app-academy
244369,2018.0,True,Superb Institution,"I loved my time at App Academy because it provided me with the exact experience I wanted: 3 months of immersion into web development programming. In that time, I learned the necessary tools to build a modern fullstack web application. I also learned the google ninja search skills to continue to learn on my own for the rest of my career as a web developer. 

If you're prepared to work your ass off, love programming, and want to become a web developer in only 3 months, I highly recommend App Academy.",9/23/2018,Software Engineer Track: In-Person,4.7,[],5.0,5.0,4.0,app-academy
244991,2018.0,True,Worth it?,"Be prepared to make this your #1 priority as this is an intense program that'll need you to do just that. Spending around 80 - 100 hours a week to learn, understand, and apply the material will be needed to be able to do well. You will jump from one thing to the next and you need to be able to keep up as it'll be harder when you fall behind. If you are ready to do just that, you are well on your way to attend an awesome program. 

I've previously learned coding at my university; however, this was different in the fact that everything was fast-paced and they were more practical rather than how it was in school. Well of course, this is a 12 week program, everything jumps out at you just like that. Please do not get discouraged by the fact that I said that I had a bit of coding experience, it really doesn't make a big of a difference. The majority of the people in this program haven't coded before and they've come to enjoy coding and built a passion for it. The material was intense, however, if you keep pushing, you can do it. 

The thing I like about this program is the community. You attend the same program with 30-40 other people, work with them, and build a connection. The networking community builds from that and who knows where that'll take you. You will be glad to have met your cohort-mates as this experience was well worth it.

Putting in a lot of work to learn the material and build projects take up a lot of your time, but when it comes down to it, you made something. You learned something. You were able to do something. If you are not committed to learning code or think that this program is a waste of time, then this program isn't for you. If you'd like to delve into the world of coding and know that you might have a passion for coding, then this is definitely the program for you. I highly recommend it 100%.",9/22/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
243481,2018.0,True,Great Experience (NY),"If you're thinking about applying for this program, let me just tell you now that you're going to have to give up a lot of time to get the most out of this program. 

Also I want to add that people with no prior experience coding can excel in this program, so long as you put in the work. Most of my cohort-mates did not know how to code before entering this program and still did well.

The program is fast-paced, so you will not have time to go back on things you may have missed and everything builds upon another so you will have to keep-up, otherwise you'll fall behind.

After week 9 I am now capable of creating a full-stack application, which is crazy considering how much I knew (or should I say how much I didn't know) 9 weeks ago.

You will need to put in work. In order to make the most out of this program, you will need to put in 80 - 100 hours a week studying, doing the readings, completing homework & projects. But trust me, it will all be worth it in the end.

At the end of the day, I can't say that this program is for everyone. You will have to want to learn to code badly enough to be successful coming out of a/A. If you're serious about it and willing to put in the time and effort then I can confidently say that App Academy is your best bet.",9/22/2018,Software Engineer Track: In-Person,5.0,[],5.0,5.0,5.0,app-academy
243373,2018.0,True,intense program,"This is my honest review about app academy,  this bootcamp is the most intense but also rewarding experience of my academic studies. Be prepared if you really want to succeed, I spent two month before this bootcamp just learning code, still feel overwhelmed during the program. You will need really good fundamentals and a modest talent at coding to get through the program.

The coding curriculum is two month, so you have to learn very fast and be willing to work very hard. The materials provided by the curriculum is valuable and can be best used going through them thoroughly. They also structure the program in a very competitive way to weed out the weaker students who failed multiple tests, which forces you to learn and give your best shot. 

My overall experience there is positive, if you are a person enjoys challenges then this is for you.",9/22/2018,Software Engineer Track: In-Person,4.3,[],5.0,4.0,4.0,app-academy
244519,2018.0,True,Rigorous Bootcamp,"In just 3 months, I learned a lot of theory and practical skills. The instructions for the daily projects were quite detailed and high quality. Help is always available. The curriculum covers diverse aspects of software development and is always taught with a practical focus. 

The curriculum at App Academy is particularly rigorous. Getting behind is quite easy to do. Many times, there isn't enough time to revise previously learnt material unfortunately.

Overall though, a very important summer for my self-development.",9/18/2018,Software Engineer Track: In-Person,4.0,[],3.0,5.0,4.0,app-academy
244867,2018.0,True,13 weeks later,"Overall: if you're looking for a relatively fast track to switching career paths or accelerating your preexisting programming experience, App Academy is a great option to consider. The main caveat is the extreme time commitment required by the course. 80 hours per week of work is realistic; more if you want to excel. If you have other non-negotiable commitments such as family or volunteering responsibilities, accept that you may fall behind and have to work harder. 

The App Academy curriculum is excellent. Teaching competency of instructors varies – some are excellent, some are mediocre – but honestly it's probably as good as you can expect from any coding bootcamp. Instructor support overall is very good. Everything you need for a solid foundation to begin the cohort is provided throughout the application process; what's key is setting aside enough time to properly absorb the material (at least two months prior to interviewing, a month between the first and last interview, and a month between admission and cohort start time). The provided prep material is time intensive in its own right, and most who struggle to keep up didn't spend enough time preparing. Time to catch up after beginning the cohort is almost non-existent. 

What makes aA stand out: 
- Rigid structure of accountability through roll calls, assignments, and assessments. Like having a good physical trainer, you may often hate the diet and the workouts in the moment, but in the long run you'll be surprised how much you progress. 
 - Constant pair programming and collaborative work. Especially taxing for introverts, but enormously helpful in learning how to communicate effectively. A significant advantage over solo/remote study options, and even most university curricula. 
- Outstanding job search curriculum. Lots of very helpful workshops, application prep, and interview practice. 

Can you learn everything taught in a bootcamp on your own? Almost certainly. What you're paying for is the opportunity to learn it faster, make connections with other students/instructors, and receive solid career coaching. Most motivated individuals would still take at least two to three times longer to cover the same amount of material, if studying full time. That's worth considering in the cost-benefit analysis of money versus time.",9/14/2018,,4.7,[],4.0,5.0,5.0,app-academy
246317,2018.0,True,Completely Honest Review (NY),"I plan to be honest and critical, but full disclosure: I am receiving a hoodie for writing this review.  I graduated a/A last month, and next week I'll be starting as a front-end developer.

Here's what you need to know:

The a/A curriculum is fantastic.  It covers a lot of ground quickly, so make sure this is something you're good at/enjoy before committing.  I spent 12-14 hours a day coding while in the first 9 weeks of the program.  If you're not into that, don't sign up.

The structure is 9 weeks of learning, followed by 3 weeks of working on projects and preparing for the job search.

The ""job search"" is a 1 year commitment.  They require you to apply to 40 jobs a week, and keep doing so for at least 6 months during this time.  You can only accept offers over 60k, and it must be full-time.

What I liked best:

The curriculum is comprehensive, and really pushes you to learn this stuff inside-out.

My classmates were amazing, hardworking people.  Made a lot of friends while in the program.

What wasn't so good:

The job search is 100% on you.  They have no employer network, and do absolutely nothing to connect you with employers.  You will have to find companies to apply to, apply to them, go through 3-6 rounds of interviews, and negotiate your own offer. 

95% of companies will immediately dismiss you because you have no experience and no CS degree.  a/A's reputation does not permeate in NY, employers usually have no clue what a/A is, and aren't interested in hiring bootcamp grads

That being said, the 5% that let you in the door will be impressed by your skills.  So keep your head up and keep applying and working on projects.  The offer/offers will come.

My overall experience was good.  But this is tough stuff, don't be a fool and sign up without thinking it through.  You must have resilience, and some degree of natural talent with code to get through this process.  If you have those things, it will be the most rewarding and empowering experience of your life.",9/14/2018,Software Engineer Track: In-Person,3.3,[],4.0,5.0,1.0,app-academy
237288,2018.0,True,AA Review,"Pros:
- people
- learn a lot of stuff( Ruby on Rails, React/Redux, Javascript)
- great TA's

Cons:
- no time for anything else
- super fast-paced

Attending App Academy has been one of the most rewarding experiences I've had. There were many times where I felt completely lost, but the TA staff at App Academy was always super accommodating and willing to patiently teach any of us that needed the help. If you are willing to drop everything and commit 9 weeks to see if coding is for you, there isn't a program out there I'd recommend more so than App Academy.",9/14/2018,,4.3,[],5.0,4.0,4.0,app-academy
